Company Name,Batch,Description,Founders,LinkedIn URLs,Company URLs
Clipboard Health,Winter 2017,"Connects healthcare facilities with nurses nearby. Founded in  by Wei Deng, Clipboard Health has 600 employees based in . Clipboard Health is hiring for 9 roles in operations, sales, finance, and product.",Wei Deng,https://www.linkedin.com/company/clipboard-health/,https://www.ycombinator.com/companies/clipboard-health
